ADHAR_NO,NAME,FATHER_NAME,GENDER,MOBILE_NO,EMAIL,ADDRESS,QUALIFICATION,JOB_PROFILE,DEPARTMENT,EMP_CATEGORY,JOIN_DATE,END_DATE,SALARY
105329400852,Marie,Wroth,Female,5456573056,mwroth44@nps.gov,6 Ruskin Way,M.sc,Reception,RECEPTION,Non Academic,6/23/2021,9/5/2021,14684
104368655740,GB.Tech-AGe,Murney,Male,7782763841,gmurney3w@npr.org,00 Calypso Lane,M.sc,Reception,RECEPTION,Non Academic,2/18/2022,12/15/2021,40314
107264620964,Calvin,Tunn,Male,8578164500,ctunn3z@earthlink.net,65390 Clyde GallB.Tech-AGher Place,M.sc,Reception,RECEPTION,Non Academic,10/3/2021,7/24/2021,18649
107455052320,Whitaker,Corre,Male,8004499854,wcorre40@yelp.com,27 Towne Center,M.sc,Reception,RECEPTION,Non Academic,8/21/2021,4/24/2022,30276
108569736571,Allan,Tuite,Male,7996039405,atuite41@wired.com,9 Cardinal Crossing,M.sc,Reception,RECEPTION,Non Academic,4/1/2022,5/8/2022,40652
100006351362,Felipe,Zieme,Male,9403774309,fzieme43@vk.com,0386 Emmet Parkway,M.sc,Reception,RECEPTION,Non Academic,1/10/2022,11/20/2021,19639
103065619948,Jane,Kohter,Female,3675660715,jkohter3l@comcast.net,3 Lunder Trail,M.sc,Registar,REGISTAR,Non Academic,1/20/2022,12/1/2021,15364
104122846290,Juanita,Langabeer,Female,9915097509,jlangabeer3o@mediafire.com,5639 Bobwhite Park,M.sc,Registar,REGISTAR,Non Academic,12/29/2021,6/24/2021,23648
102967023750,Erna,Iannetti,Female,8044505224,eiannetti3r@unblog.fr,34315 North Court,M.sc,Registar,REGISTAR,Non Academic,11/13/2021,8/17/2021,38505
109790133552,Sandye,Linggard,Female,1699712581,slinggard3u@woothemes.com,2 Gulseth Park,M.sc,Registar,REGISTAR,Non Academic,10/14/2021,6/18/2021,14531
110905100355,Morey,Lardeux,Male,1462986414,mlardeux3m@wordpress.com,722 Kropf Way,M.sc,Registar,REGISTAR,Non Academic,8/24/2021,5/8/2022,16171
109889594421,Morton,Kynson,Male,1547514313,mkynson3n@telegraph.co.uk,69 Kipling Hill,M.sc,Registar,REGISTAR,Non Academic,2/8/2022,2/12/2022,48744
101064375628,Cortie,Blumfield,Male,9515576728,cblumfield3p@ed.gov,49 Bobwhite Circle,M.sc,Registar,REGISTAR,Non Academic,1/20/2022,3/15/2022,11983
106923829925,Rolando,O'Brian,Male,3065903207,robrian3q@senate.gov,39 Glendale Terrace,M.sc,Registar,REGISTAR,Non Academic,9/24/2021,2/22/2022,41671
103624752934,Mendel,McCue,Male,1198792951,mmccue3s@npr.org,7875 Fairfield Hill,M.sc,Registar,REGISTAR,Non Academic,11/9/2021,1/8/2022,22167
104719713401,Lindon,Wetwood,Male,7335223942,lwetwood3t@blogs.com,967 Arizona Trail,M.sc,Registar,REGISTAR,Non Academic,8/22/2021,12/4/2021,13167
102032366093,Eyde,Annice,Female,5585129281,eannice4p@reddit.com,46 Scoville Parkway,B.sc,Sports Teacher,SPORTS,Non Academic,5/2/2022,5/26/2021,33579
106550854004,Marita,Mullinger,Female,8077924052,mmullinger4t@dyndns.org,7131 Morrow Circle,B.sc,Sports Teacher,SPORTS,Non Academic,2/21/2022,12/28/2021,38999
107668806645,Rosana,Ivory,Female,2574795683,rivory4w@google.cn,33375 Stone Corner Plaza,B.sc,Sports Teacher,SPORTS,Non Academic,7/24/2021,8/22/2021,22605
107187756476,Tommi,Roggerone,Male,6501920091,troggerone4x@netscape.com,720 Old Gate Center,B.sc,Sports Teacher,SPORTS,Non Academic,4/24/2022,1/23/2022,44759
105975947828,Cleavland,Kiddy,Male,8477778772,ckiddy4q@addtoany.com,0 Surrey Point,B.sc,Sports Teacher,SPORTS,Non Academic,9/21/2021,11/13/2021,39966
100815327433,Marv,McCrackan,Male,4527224926,mmccrackan4r@clickbank.net,15767 Esker Junction,B.sc,Sports Teacher,SPORTS,Non Academic,6/22/2021,6/26/2021,33908
101606571988,Lew,Ironmonger,Male,8406428207,lironmonger4s@newsvine.com,5772 Gateway Point,B.sc,Sports Teacher,SPORTS,Non Academic,7/9/2021,3/29/2022,46879
102436016416,Kevan,Vowells,Male,4531578626,kvowells4u@theglobeandmail.com,867 Cambridge Point,B.sc,Sports Teacher,SPORTS,Non Academic,8/30/2021,1/30/2022,46351
108021309211,Alexandre,Pinxton,Male,3359183076,apinxton4v@theglobeandmail.com,6983 Westridge Junction,B.sc,Sports Teacher,SPORTS,Non Academic,9/14/2021,3/27/2022,36516
108777422360,Efrem,Leabeater,Male,3992422548,eleabeater4y@va.gov,61 Arizona Pass,B.sc,Sports Teacher,SPORTS,Non Academic,7/14/2021,2/24/2022,16456
110747052619,Tobye,Waistell,Female,7594447919,twaistell4f@imgur.com,270 Westport Circle,B.sc,Boys Warden,WARDEN,Non Academic,2/10/2022,10/19/2021,9171
110453374926,Margo,Clapperton,Female,6469501595,mclapperton4g@ask.com,96275 Bay Way,B.sc,Boys Warden,WARDEN,Non Academic,3/6/2022,11/13/2021,45889
106718462344,Rebe,Benech,Female,5806871542,rbenech4h@livejournal.com,911 Riverside Terrace,B.sc,Boys Warden,WARDEN,Non Academic,10/13/2021,2/6/2022,16069
108355022353,Anabelle,Luisetti,Female,2558080979,aluisetti4j@elegantthemes.com,25522 Westend Terrace,B.sc,Boys Warden,WARDEN,Non Academic,8/30/2021,10/12/2021,21467
100090562051,Antonella,Wardell,Female,9078791491,awardell4k@ihg.com,9 Jackson Terrace,B.sc,Girls Warden,WARDEN,Non Academic,4/10/2022,8/6/2021,38051
105109957220,Danette,Schaumaker,Female,7992869072,dschaumaker4l@deviantart.com,14 6th Alley,B.sc,Girls Warden,WARDEN,Non Academic,10/29/2021,7/9/2021,39572
103812528097,Alvina,Hopfner,Female,8149609337,ahopfner4m@msu.edu,056 Maywood Road,B.sc,Girls Warden,WARDEN,Non Academic,3/5/2022,3/26/2022,21778
103931684727,Flori,Clair,Female,4173484529,fclair4n@list-manB.Tech-AGe.com,432 Arkansas Pass,B.sc,Girls Warden,WARDEN,Non Academic,4/26/2022,9/18/2021,48756
100203581689,Alfy,Gyngell,Male,7107774605,B.Tech-AGyngell4i@cpanel.net,3 Pond Trail,B.sc,Boys Warden,WARDEN,Non Academic,2/21/2022,11/6/2021,26411
108175931755,Cherida,de Amaya,Male,6369789697,cdeamaya4o@ocn.ne.jp,08806 Red Cloud Circle,B.sc,Girls Warden,WARDEN,Non Academic,8/15/2021,8/18/2021,25183
